name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
"pepp0434","Player's Edge Plus (PP0434) Bonus Poker Deluxe (set 1)","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0434a","Player's Edge Plus (PP0434) Bonus Poker Deluxe (set 2)","1987","IGT - International Game Technology","pepp0434","pepp0434",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0445","Player's Edge Plus (PP0445) Aces and Faces Bonus Joker Poker","1987","IGT - International Game Technology","pepp0294","pepp0294",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0447","Player's Edge Plus (PP0447) Standard Draw Poker (set 1)","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0447a","Player's Edge Plus (PP0447) Standard Draw Poker (set 2)","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0447b","Player's Edge Plus (PP0447) Standard Draw Poker (set 3)","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0449","Player's Edge Plus (PP0449) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0449a","Player's Edge Plus (PP0449) Standard Draw Poker (International English/Spanish)","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0450","Player's Edge Plus (PP0450) Loose Deuce Deuces Wild! Poker","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0452","Player's Edge Plus (PP0452) Double Deuces Wild Poker (set 1)","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0452a","Player's Edge Plus (PP0452) Double Deuces Wild Poker (set 2)","1987","IGT - International Game Technology","pepp0452","pepp0452",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0453","Player's Edge Plus (PP0453) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0454","Player's Edge Plus (PP0454) Bonus Poker Deluxe (set 1)","1987","IGT - International Game Technology","pepp0434","pepp0434",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0454a","Player's Edge Plus (PP0454) Bonus Poker Deluxe (set 2)","1987","IGT - International Game Technology","pepp0434","pepp0434",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0455","Player's Edge Plus (PP0455) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0458","Player's Edge Plus (PP0458) Joker Poker (Aces or Better)","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0459","Player's Edge Plus (PP0459) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0467","Player's Edge Plus (PP0467) 4 of a Kind Bonus Poker","1987","IGT - International Game Technology","pepp0158","pepp0158",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0472","Player's Edge Plus (PP0472) Deuces Wild Poker","1987","IGT - International Game Technology","pepp0054","pepp0054",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0488","Player's Edge Plus (PP0488) Standard Draw Poker (Arizona Charlie's)","1985","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0508","Player's Edge Plus (PP0508) Loose Deuce Deuces Wild! Poker","1987","IGT - International Game Technology","pepp0450","pepp0450",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0509","Player's Edge Plus (PP0509) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0510","Player's Edge Plus (PP0510) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0514","Player's Edge Plus (PP0514) Double Bonus Poker (set 1)","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0514a","Player's Edge Plus (PP0514) Double Bonus Poker (set 2)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0514b","Player's Edge Plus (PP0514) Double Bonus Poker (set 3)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0515","Player's Edge Plus (PP0515) Double Bonus Poker (set 1)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0515a","Player's Edge Plus (PP0515) Double Bonus Poker (set 2)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0515b","Player's Edge Plus (PP0515) Double Bonus Poker (set 3)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0515c","Player's Edge Plus (PP0515) Double Bonus Poker (set 4)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0516b","Player's Edge Plus (PP0516) Double Bonus Poker (International)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0516","Player's Edge Plus (PP0516) Double Bonus Poker (set 1)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0516a","Player's Edge Plus (PP0516) Double Bonus Poker (set 2)","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0526","Player's Edge Plus (PP0526) Deuces Wild Poker","1987","IGT - International Game Technology","pepp0054","pepp0054",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0531","Player's Edge Plus (PP0531) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0536","Player's Edge Plus (PP0536) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0538","Player's Edge Plus (PP0538) Double Bonus Poker","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0540","Player's Edge Plus (PP0540) Double Bonus Poker","1987","IGT - International Game Technology","pepp0514","pepp0514",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0542b","Player's Edge Plus (PP0542) One Eyed Jacks Wild Poker (CG1199)","1987","IGT - International Game Technology","pepp0542","pepp0542",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0542a","Player's Edge Plus (PP0542) One Eyed Jacks Wild Poker (CG2020)","1987","IGT - International Game Technology","pepp0542","pepp0542",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0542","Player's Edge Plus (PP0542) One Eyed Jacks Wild Poker (CG2243)","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0550","Player's Edge Plus (PP0550) Joker Poker (Two Pair or Better, set 1)","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0550a","Player's Edge Plus (PP0550) Joker Poker (Two Pair or Better, set 2)","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0550b","Player's Edge Plus (PP0550) Joker Poker (Two Pair or Better, set 3)","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0555","Player's Edge Plus (PP0555) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0559","Player's Edge Plus (PP0559) Joker Poker (Aces or Better)","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0562","Player's Edge Plus (PP0562) 10's or Better","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0568","Player's Edge Plus (PP0568) Joker Poker","1987","IGT - International Game Technology","pepp0048","pepp0048",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0585","Player's Edge Plus (PP0585) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0587","Player's Edge Plus (PP0587) Standard Draw Poker","1987","IGT - International Game Technology","pepp0001","pepp0001",-,YES,NO,NO,NO,NO,peplus.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0596","Player's Edge Plus (PP0596) Spades Sequential Royal Double Bonus Poker","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,PRELIMINARE,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
"pepp0598","Player's Edge Plus (PP0598) Hearts Sequential Royal Double Bonus Poker","1987","IGT - International Game Technology",-,-,-,YES,NO,NO,NO,NO,peplus.cpp,PRELIMINARE,RASTER,"0",320,200,HORIZONTAL,peplus.cpp
