name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
"korg707","707 Performing Synthesizer","1987",Korg,-,-,-,YES,NO,NO,NO,NO,"korgds8.cpp",PRELIMINARE,LCD,"0",120,16,HORIZONTAL,"korgds8.cpp"
hohnadam,"ADAM Advanced Digital/Analog Musical Instrument","1994",Hohner,-,-,-,YES,NO,NO,NO,NO,hohnadam.cpp,PRELIMINARE,-,"0",0,0,-,hohnadam.cpp
"alesqs7","Alesis QS7 musical keyboard","1996",Alesis,-,-,-,YES,NO,NO,NO,NO,alesis_qs.cpp,PRELIMINARE,-,"0",0,0,-,alesis_qs.cpp
"ajuno1","Alpha Juno-1 (JU-1) Programmable Polyphonic Synthesizer","1985",Roland,-,-,-,YES,NO,NO,NO,NO,alphajuno.cpp,PRELIMINARE,LCD,"0",96,8,HORIZONTAL,alphajuno.cpp
"ajuno2","Alpha Juno-2 (JU-2) Programmable Polyphonic Synthesizer","1986",Roland,-,-,-,YES,NO,NO,NO,NO,alphajuno.cpp,PRELIMINARE,LCD,"0",96,8,HORIZONTAL,alphajuno.cpp
"an1x","AN1x Control Synthesizer","1997",Yamaha,-,-,-,YES,NO,NO,NO,NO,"yman1x.cpp",PRELIMINARE,SVG,"0",1280,386,HORIZONTAL,"yman1x.cpp"
discmate,"Arbiter Discmate A-02","1988","Arbiter Leisure",bbcm,bbcm,bbc,YES,NO,NO,NO,NO,bbc.cpp,PRELIMINARE,RASTER,"0",640,256,HORIZONTAL,bbc.cpp
"asr10","ASR-10","1992",Ensoniq,-,-,-,YES,NO,NO,NO,NO,esqasr.cpp,PRELIMINARE,-,"0",0,0,-,esqasr.cpp
asrx,ASR-X,"1997",Ensoniq,-,-,-,YES,NO,NO,NO,NO,esqasr.cpp,PRELIMINARE,-,"0",0,0,-,esqasr.cpp
"ax80","AX80","1984",Akai,-,-,-,YES,NO,NO,NO,NO,"akaiax80.cpp",PRELIMINARE,-,"0",0,0,-,"akaiax80.cpp"
bassstr,"BassStation Rack Analogue Synthesizer Module","1995",Novation,-,-,-,YES,NO,NO,NO,NO,basssta.cpp,PRELIMINARE,-,"0",0,0,-,basssta.cpp
"gx700","Boss GX-700 Guitar Effects Processor","1996",Roland,-,-,-,YES,NO,NO,NO,NO,"boss_sx700.cpp",PRELIMINARE,-,"0",0,0,-,"boss_sx700.cpp"
"se70","Boss SE-70 Super Effects Processor","1993",Roland,-,-,-,YES,NO,NO,NO,NO,"boss_se70.cpp",PRELIMINARE,-,"0",0,0,-,"boss_se70.cpp"
"sx700","Boss SX-700 Studio Effects Processor","1996",Roland,-,-,-,YES,NO,NO,NO,NO,"boss_sx700.cpp",PRELIMINARE,-,"0",0,0,-,"boss_sx700.cpp"
carnaval,"Carnaval - Jugando con Fuego","1997","E-mu Systems",-,-,-,YES,NO,NO,NO,NO,"emu68k.cpp",PRELIMINARE,LCD,"0",96,16,HORIZONTAL,"emu68k.cpp"
casiorom,"Casio ROM Pack Software List holder","198?",Casio,-,-,-,YES,NO,NO,NO,NO,casio_rompack.cpp,PRELIMINARE,-,"0",0,0,-,casio_rompack.cpp
"cd100b","CD-100B LaserStar","1992","Rowe International",-,-,-,YES,NO,NO,YES,NO,"cd100.cpp",PRELIMINARE,-,"0",0,0,-,"cd100.cpp"
"cm32l","CM-32L","1989",Roland,-,-,-,YES,NO,NO,NO,NO,"roland_mt32.cpp",PRELIMINARE,LCD,"0",119,89,HORIZONTAL,"roland_mt32.cpp"
"cm32p","CM-32P","1989",Roland,-,-,-,YES,NO,NO,NO,NO,"roland_cm32p.cpp",PRELIMINARE,LCD,"0",95,71,HORIZONTAL,"roland_cm32p.cpp"
"cmi2x","CMI IIx","1983",Fairlight,-,-,-,YES,NO,NO,NO,NO,cmi.cpp,PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,cmi.cpp
"cz101","CZ-101","1984",Casio,-,-,-,YES,NO,NO,NO,NO,"cz101.cpp",PRELIMINARE,LCD,"0",97,19,HORIZONTAL,"cz101.cpp"
"d10","D-10 Multi Timbral Linear Synthesizer","1988",Roland,-,-,-,YES,NO,NO,NO,NO,"roland_d10.cpp",PRELIMINARE,LCD,"0",95,71,HORIZONTAL,"roland_d10.cpp"
"d110","D-110 Multi Timbral Sound Module","1988",Roland,"d10","d10",-,YES,NO,NO,NO,NO,"roland_d10.cpp",PRELIMINARE,LCD,"0",95,71,HORIZONTAL,"roland_d10.cpp"
"d50o","D-50 Linear Synthesizer (Ver. 1.xx)","1987",Roland,"d50","d50",-,YES,NO,NO,NO,NO,"roland_d50.cpp",PRELIMINARE,-,"0",0,0,-,"roland_d50.cpp"
"d50","D-50 Linear Synthesizer (Ver. 2.xx)","1987",Roland,-,-,-,YES,NO,NO,NO,NO,"roland_d50.cpp",PRELIMINARE,-,"0",0,0,-,"roland_d50.cpp"
"d550","D-550 Linear Synthesizer","1987",Roland,"d50","d50",-,YES,NO,NO,NO,NO,"roland_d50.cpp",PRELIMINARE,-,"0",0,0,-,"roland_d50.cpp"
"dps1","DPS-1","1979","Ithaca InterSystems",-,-,-,YES,NO,NO,NO,NO,"dps1.cpp",BUONO,RASTER,"0",640,240,HORIZONTAL,"dps1.cpp"
"dpsv55","DPS-V55 Multi-Effect Processor","1998",Sony,-,-,-,YES,NO,NO,NO,NO,"dpsv55.cpp",PRELIMINARE,LCD,"0",96,16,HORIZONTAL,"dpsv55.cpp"
drumsta,"Drum Station","1995",Novation,-,-,-,YES,NO,NO,NO,NO,drumsta.cpp,PRELIMINARE,-,"0",0,0,-,drumsta.cpp
"ds8","DS-8 Digital Synthesizer","1986",Korg,-,-,-,YES,NO,NO,NO,NO,"korgds8.cpp",PRELIMINARE,LCD,"0",240,16,HORIZONTAL,"korgds8.cpp"
"dss1","DSS-1 Digital Sampling Synthesizer","1986",Korg,-,-,-,YES,NO,NO,NO,NO,"korgdss1.cpp",PRELIMINARE,LCD,"0",120,16,HORIZONTAL,"korgdss1.cpp"
dssmsrk,"DSS-1 Digital Sampling Synthesizer (Memory/SCSI Retrofit)","1987","Korg / Sound Logic","dss1","dss1",-,YES,NO,NO,NO,NO,"korgdss1.cpp",PRELIMINARE,LCD,"0",120,16,HORIZONTAL,"korgdss1.cpp"
"dvp1","DVP-1 Digital Voice Processor","1985",Korg,-,-,-,YES,NO,NO,NO,NO,"korgdvp1.cpp",PRELIMINARE,-,"0",0,0,-,"korgdvp1.cpp"
"dw8000","DW-8000 Programmable Digital Waveform Synthesizer","1985",Korg,-,-,-,YES,NO,NO,NO,NO,"korgdw8k.cpp",PRELIMINARE,-,"0",0,0,-,"korgdw8k.cpp"
"dw8000ex","DW-8000-EX Programmable Digital Waveform Synthesizer","1985","Korg / Musitronics","dw8000","dw8000",-,YES,NO,NO,NO,NO,"korgdw8k.cpp",PRELIMINARE,-,"0",0,0,-,"korgdw8k.cpp"
"dx100","DX100 Digital Programmable Algorithm Synthesizer","1985",Yamaha,-,-,-,YES,NO,NO,NO,NO,"ymdx100.cpp",PRELIMINARE,LCD,"0",97,21,HORIZONTAL,"ymdx100.cpp"
"dx11","DX11 Digital Programmable Algorithm Synthesizer","1988",Yamaha,-,-,-,YES,NO,NO,NO,NO,"ymdx11.cpp",PRELIMINARE,LCD,"0",96,16,HORIZONTAL,"ymdx11.cpp"
ekarag,"e-kara (Europe, includes 3 songs)","2002","Takara / SSD Company LTD",ekara,ekara,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekaraj,"e-kara (Japan)","2000","Takara / SSD Company LTD",ekara,ekara,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekaras,"e-kara (Spain, includes 3 songs)","2002","Takara / SSD Company LTD / newgent",ekara,ekara,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekara,"e-kara (US?, NTSC, set 1)","2000","Takara / SSD Company LTD / Hasbro",-,-,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekaraa,"e-kara (US?, NTSC, set 2)","2000","Takara / SSD Company LTD / Hasbro",ekara,ekara,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekaramix,"e-kara Mix (Japan)","200?","Takara / SSD Company LTD",-,-,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
ekaraphs,"e-kara Pro Headset (US, includes 3 songs)","2002","Takara / SSD Company LTD",ekara,ekara,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
easykara,"Easy Karaoke Groove Station","2004","IVL Technologies",-,-,-,YES,NO,NO,NO,NO,easy_karaoke.cpp,PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,easy_karaoke.cpp
ekusera,Ekusera,"1982",P.I.C,"intmpt03","intmpt03",-,YES,NO,NO,NO,NO,arcadia.cpp,INCOMPLETO,RASTER,"0",192,262,HORIZONTAL,arcadia.cpp
emax,"Emax Digital Sampling Keyboard","1986","E-mu Systems",-,-,-,YES,NO,NO,NO,NO,emax.cpp,PRELIMINARE,LCD,"0",96,16,HORIZONTAL,emax.cpp
"emax2","Emax II 16-Bit Digital Sound System","1989","E-mu Systems",-,-,-,YES,NO,NO,NO,NO,emax.cpp,PRELIMINARE,LCD,"0",96,16,HORIZONTAL,emax.cpp
emaxp,"Emax Plus Digital Sampling Keyboard","198?","E-mu Systems",emax,emax,-,YES,NO,NO,NO,NO,emax.cpp,PRELIMINARE,LCD,"0",96,16,HORIZONTAL,emax.cpp
"emu2","Emulator II","1984","E-mu Systems",-,-,-,YES,NO,NO,NO,NO,"emu2.cpp",PRELIMINARE,-,"0",0,0,-,"emu2.cpp"
"emu3","Emulator Three Digital Sound Production System","1987","E-mu Systems",-,-,-,YES,NO,NO,NO,NO,"emu3.cpp",PRELIMINARE,LCD,"0",120,36,HORIZONTAL,"emu3.cpp"
eps,EPS,"1988",Ensoniq,-,-,-,YES,NO,NO,NO,NO,"esq5505.cpp",PRELIMINARE,-,"0",0,0,-,"esq5505.cpp"
"eps16p","EPS-16 Plus","1990",Ensoniq,eps,eps,-,YES,NO,NO,NO,NO,"esq5505.cpp",PRELIMINARE,-,"0",0,0,-,"esq5505.cpp"
"esq1","ESQ-1 Digital Wave Synthesizer","1986",Ensoniq,-,-,-,YES,NO,NO,NO,NO,"esq1.cpp",PRELIMINARE,-,"0",0,0,-,"esq1.cpp"
esqm,"ESQ-M Digital Wave Synthesizer Module","1986",Ensoniq,"esq1","esq1",-,YES,NO,NO,NO,NO,"esq1.cpp",PRELIMINARE,-,"0",0,0,-,"esq1.cpp"
evio,"Evio (Japan)","2003","Tomy / SSD Company LTD",-,-,-,YES,NO,NO,NO,NO,xavix.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,xavix.cpp
"ex8000","EX-8000 Programmable Polyphonic Synthe Module","1985",Korg,"dw8000","dw8000",-,YES,NO,NO,NO,NO,"korgdw8k.cpp",PRELIMINARE,-,"0",0,0,-,"korgdw8k.cpp"
"fb01","FB-01 FM Sound Generator","1986",Yamaha,-,-,-,YES,NO,NO,NO,NO,"fb01.cpp",BUONO,LCD,"0",96,9,HORIZONTAL,"fb01.cpp"
flash,"Flash (Ideal)","1980","Ideal Toy Corporation",-,-,-,YES,NO,NO,NO,NO,"hh_pic16.cpp",BUONO,-,"0",0,0,-,"hh_pic16.cpp"
"rp200","GEM RealPiano RP200","1999",Generalmusic,-,-,-,YES,NO,NO,NO,NO,gem_rp.cpp,PRELIMINARE,-,"0",0,0,-,gem_rp.cpp
"gm1000","GM-1000 GM Sound Module","1994","Suzuki (Hammond license)",-,-,-,YES,NO,NO,NO,NO,"gm1000.cpp",PRELIMINARE,LCD,"0",144,16,HORIZONTAL,"gm1000.cpp"
