name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
kiwame,"Pro Mahjong Kiwame","1994",Athena,-,-,-,YES,NO,NO,NO,NO,seta.cpp,BUONO,RASTER,"0",448,240,HORIZONTAL,seta.cpp
kiwames,"Pro Mahjong Kiwame S (J 951020 V1.208)","1995",Athena,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
ptrmj,"PT Reach Mahjong (Japan)","1979",Irem,-,-,ptrmj,YES,NO,NO,NO,NO,"m14.cpp",INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,"m14.cpp"
qlgs,"Que Long Gao Shou","1999",IGS,-,-,-,YES,NO,NO,NO,NO,"igs_m027.cpp",PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,"igs_m027.cpp"
qmhayaku,"Quiz-Mahjong Hayaku Yatteyo! (Japan)","1991",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8991.cpp",BUONO,RASTER,"180",640,240,HORIZONTAL,"nbmj8991.cpp"
rmgoldyh,"Real Mahjong Gold Yumehai / Super Real Mahjong GOLD part.2 [BET] (Japan)","1988","Seta (Alba license)","srmp3","srmp3",-,YES,NO,NO,NO,NO,"srmp2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"srmp2.cpp"
rmhaihai,"Real Mahjong Haihai (Japan, newer)","1985",Alba,-,-,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
"rmhaihai2","Real Mahjong Haihai (Japan, older)","1985",Alba,rmhaihai,rmhaihai,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
rmhaihib,"Real Mahjong Haihai [BET] (Japan)","1985",Alba,rmhaihai,rmhaihai,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
rmhaijin,"Real Mahjong Haihai Jinji Idou Hen (Japan)","1986",Alba,-,-,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
rmhaisei,"Real Mahjong Haihai Seichouhen (Japan)","1986",Visco,-,-,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
renaimj,"Renai Mahjong Idol Gakuen (Japan)","1999",Nichibutsu/eic,nichidvd,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
renju,"Renju Kizoku","1994",Visco,-,-,-,YES,NO,NO,NO,NO,"simple_st0016.cpp",BUONO,RASTER,"0",384,384,HORIZONTAL,"simple_st0016.cpp"
nekkyoku,"Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan)","1988","Video System Co.",-,-,-,YES,NO,NO,NO,NO,fromance.cpp,INCOMPLETO,RASTER,"0",352,240,HORIZONTAL,fromance.cpp
"seljan2","Return Of Sel Jan II [BET] (Japan, NM557)","1996","Dynax / Face",-,-,-,YES,NO,NO,NO,NO,ddenlovr.cpp,INCOMPLETO,RASTER,"0",336,239,HORIZONTAL,ddenlovr.cpp
ronjan,"Ron Jan","1991","Wing Co., Ltd",ronjans,ronjans,-,YES,NO,NO,NO,NO,"pinkiri8.cpp",PRELIMINARE,RASTER,"0",496,256,HORIZONTAL,"pinkiri8.cpp"
ronjans,"Ron Jan Super","1994","Wing Co., Ltd",-,-,-,YES,NO,NO,NO,NO,"pinkiri8.cpp",PRELIMINARE,RASTER,"0",496,256,HORIZONTAL,"pinkiri8.cpp"
"rkjanoh2","Royal King Jang Oh 2 (v4.00 1984 Jun 10th)","1984","SNK / Dyna Corp",-,-,-,YES,NO,NO,NO,NO,royalmah.cpp,PRELIMINARE,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
royalmah,"Royal Mahjong (Falcon bootleg, v1.01)","1982",bootleg,royalmj,royalmj,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
royalmj,"Royal Mahjong (Japan, v1.13)","1981",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
royalngt,"Royal Night [BET] (Japan 840220 RN 2-00)","1984","Royal Denshi",ngtbunny,ngtbunny,-,YES,NO,NO,NO,NO,nightgal.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,nightgal.cpp
royalqn,"Royal Queen [BET] (Japan 841010 RQ 0-07)","1984","Royal Denshi",-,-,-,YES,NO,NO,NO,NO,nightgal.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,nightgal.cpp
ryuuha,"Ryuuha [BET] (Japan 871027)","1987","Central Denshi",iemoto,iemoto,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
kirarast,"Ryuusei Janshi Kirara Star","1996",Jaleco,-,-,-,YES,NO,NO,NO,NO,"ms32.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"ms32.cpp"
scandal,"Scandal Mahjong (Japan 890213)","1989",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8891.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8891.cpp"
scandalm,"Scandal Mahjong [BET] (Japan 890217)","1989",Nichibutsu,scandal,scandal,-,YES,NO,NO,NO,NO,"nbmj8891.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8891.cpp"
secolove,"Second Love (Japan 861201)","1986",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
"mj2c","Sega Network Taisen Mahjong MJ 2 (Rev C) (GDX-0006C)","2004",Sega,"mj2","mj2",-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj2f","Sega Network Taisen Mahjong MJ 2 (Rev F) (GDX-0006F)","2005",Sega,"mj2","mj2",-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj2","Sega Network Taisen Mahjong MJ 2 (Rev G) (GDX-0006G)","2005",Sega,chihiro,-,-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3c","Sega Network Taisen Mahjong MJ 3 (Rev C) (GDX-0017C)","2005",Sega,"mj3","mj3",-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3d","Sega Network Taisen Mahjong MJ 3 (Rev D) (GDX-0017D)","2006",Sega,"mj3","mj3",-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3","Sega Network Taisen Mahjong MJ 3 (Rev F) (GDX-0017F)","2006",Sega,chihiro,-,-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3evoa","Sega Network Taisen Mahjong MJ 3 Evolution (Rev A) (GDX-0021A)","2007",Sega,"mj3evo","mj3evo",-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3evo","Sega Network Taisen Mahjong MJ 3 Evolution (Rev B) (GDX-0021B)","2007",Sega,chihiro,-,-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj3evoup","Sega Network Taisen Mahjong MJ 3 Evolution Firmware Update (GDX-0023)","2006",Sega,chihiro,-,-,YES,NO,NO,NO,YES,chihiro.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,chihiro.cpp
"mj1","Sega Yonin Uchi Mahjong MJ (Update Disc Ver.1.008, Japan) (CDP-10002B)","2002",Sega,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
seiha,"Seiha (Japan 870725)","1987",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
seiham,"Seiha [BET] (Japan 870723)","1987",Nichibutsu,seiha,seiha,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
seljan,"Sel-Jan [BET] (Japan)","1983","Jem / Dyna Corp",-,-,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
sengokmj,"Sengoku Mahjong [BET] (Japan)","1991",Sigma,-,-,-,YES,NO,NO,NO,NO,sengokmj.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,sengokmj.cpp
sengomjk,"Sengoku Mahjong Kurenai Otome-tai (Japan)","1998",Nichibutsu/Just&Just,nichidvd,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
sexygal,"Sexy Gal (Japan 850501 SXG 1-00)","1985",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,nightgal.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,nightgal.cpp
sgaltrop,"Sexy Gal Tropical [BET] (Japan 850805 SXG T-02)","1985",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,nightgal.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,nightgal.cpp
rbspm,"Shizhan Ding Huang Maque (Version 4.1)","1998",GMS,-,-,-,YES,NO,NO,NO,NO,rbmk.cpp,PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,rbmk.cpp
rbmk,"Shizhan Majiang Wang (Version 8.8)","1998",GMS,-,-,-,YES,NO,NO,NO,NO,rbmk.cpp,PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,rbmk.cpp
shougi,Shougi,"1982","Alpha Denshi Co. (Tehkan license)",-,-,-,YES,NO,NO,NO,NO,shougi.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,shougi.cpp
moshougi,"Shougi no Tatsujin - Master of Shougi","1995","ADK / SNK",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"shougi2","Shougi Part II","1982","Alpha Denshi Co. (Tehkan license)",-,-,-,YES,NO,NO,NO,NO,shougi.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,shougi.cpp
ar_spot,"Spot (Arcadia, V 2.0)","1990","Arcadia Systems",ar_bios,-,-,YES,NO,NO,NO,NO,arsystems.cpp,BUONO,RASTER,"0",724,483,HORIZONTAL,arsystems.cpp
"sjryuko1","Sukeban Jansi Ryuko (set 1, System 16A, FD1089B 317-5021)","1987","White Board",sjryuko,sjryuko,-,YES,NO,NO,NO,NO,"segas16a.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16a.cpp"
sjryuko,"Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021)","1988","White Board",-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
"csplayh1","Super CD Dai8dan Mahjong Hanafuda Cosplay Tengoku (Japan)","1995","Sphinx/AV Japan/Astro System Japan",-,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
sddz,"Super Dou Di Zhu","200?",IGS,-,-,-,YES,NO,NO,NO,NO,"igs_m027.cpp",PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,"igs_m027.cpp"
cjddzsp,"Super Dou Di Zhu Special (V122CN)","200?",IGS,-,-,-,YES,NO,NO,NO,NO,"igs_m036.cpp",PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,"igs_m036.cpp"
hparadis,"Super Hana Paradise (Japan)","1994",Dynax,-,-,-,YES,NO,NO,NO,NO,ddenlovr.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,ddenlovr.cpp
marukin,"Super Marukin-Ban (Japan 901017)","1990",Yuga,-,-,-,YES,NO,NO,NO,NO,mitchell.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,mitchell.cpp
sothello,"Super Othello","1986","Success / Fujiwara",-,-,-,YES,NO,NO,NO,NO,sothello.cpp,BUONO,RASTER,"0",543,465,HORIZONTAL,sothello.cpp
"srmp5","Super Real Mahjong P5","1994",Seta,-,-,-,YES,NO,NO,NO,NO,"srmp5.cpp",INCOMPLETO,RASTER,"0",336,240,HORIZONTAL,"srmp5.cpp"
"srmp6","Super Real Mahjong P6 (Japan)","1995",Seta,-,-,-,YES,NO,NO,NO,NO,"srmp6.cpp",INCOMPLETO,RASTER,"0",336,240,HORIZONTAL,"srmp6.cpp"
"srmp7","Super Real Mahjong P7 (Japan)","1997",Seta,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,INCOMPLETO,RASTER,"0",336,239,HORIZONTAL,ssv.cpp
"srmp1","Super Real Mahjong Part 1 (Japan)","1987",Seta,-,-,-,YES,NO,NO,NO,NO,"srmp2.cpp",BUONO,RASTER,"0",448,224,HORIZONTAL,"srmp2.cpp"
"srmp2","Super Real Mahjong Part 2 (Japan)","1987",Seta,-,-,-,YES,NO,NO,NO,NO,"srmp2.cpp",BUONO,RASTER,"0",448,224,HORIZONTAL,"srmp2.cpp"
"srmp3","Super Real Mahjong Part 3 (Japan)","1988",Seta,-,-,-,YES,NO,NO,NO,NO,"srmp2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"srmp2.cpp"
"srmp4o","Super Real Mahjong PIV (Japan, older set)","1993",Seta,"srmp4","srmp4",-,YES,NO,NO,NO,NO,ssv.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,ssv.cpp
"srmp4","Super Real Mahjong PIV (Japan)","1993",Seta,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,ssv.cpp
srmvs,"Super Real Mahjong VS","1999",Seta,"aleck64",-,-,YES,NO,NO,NO,NO,"aleck64.cpp",INCOMPLETO,RASTER,"0",640,240,HORIZONTAL,"aleck64.cpp"
sweetgal,"Sweet Gal (Japan 850510 SWG 1-02)","1985",Nichibutsu,sexygal,sexygal,-,YES,NO,NO,NO,NO,nightgal.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,nightgal.cpp
swinggal,"Swing Gal [BET] (Japan 871221)","1987","Digital Denshi",-,-,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
ttmahjng,"T.T Mahjong","1981","Alpha Denshi Co. (Taito license)",jongpute,jongpute,-,YES,NO,NO,NO,NO,"route16.cpp",BUONO,RASTER,"0",256,256,HORIZONTAL,"route16.cpp"
tahjong,"Tahjong Yakitori (ver. 2-1)","1985","Bally Pond / Nasco",royalmj,royalmj,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
hotgmck,"Taisen Hot Gimmick (Japan)","1997",Psikyo,-,-,-,YES,NO,NO,NO,NO,"psikyo4.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"psikyo4.cpp"
"hotgmck3","Taisen Hot Gimmick 3 Digital Surfing (Japan)","1999",Psikyo,-,-,-,YES,NO,NO,NO,NO,"psikyo4.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"psikyo4.cpp"
"hotgm4ev","Taisen Hot Gimmick 4 Ever (Japan)","2000",Psikyo,-,-,-,YES,NO,NO,NO,NO,"psikyo4.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"psikyo4.cpp"
hgkairak,"Taisen Hot Gimmick Kairakuten (Japan)","1998",Psikyo,-,-,-,YES,NO,NO,NO,NO,"psikyo4.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"psikyo4.cpp"
hotgmkmp,"Taisen Hot Gimmick Mix Party","2005",XNauts,-,-,-,YES,NO,NO,NO,YES,taitotx.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,taitotx.cpp
"fromanc2","Taisen Idol-Mahjong Final Romance 2 (Japan, newer)","1995","Video System Co.",-,-,-,YES,NO,NO,NO,NO,"fromanc2.cpp",BUONO,RASTER,"0",352,240,HORIZONTAL,"fromanc2.cpp"
"fromanc2o","Taisen Idol-Mahjong Final Romance 2 (Japan, older)","1995","Video System Co.","fromanc2","fromanc2",-,YES,NO,NO,NO,NO,"fromanc2.cpp",BUONO,RASTER,"0",352,240,HORIZONTAL,"fromanc2.cpp"
"fromanc4","Taisen Mahjong Final Romance 4 (Japan)","1998","Video System Co.",-,-,-,YES,NO,NO,NO,NO,"fromanc2.cpp",BUONO,RASTER,"0",352,240,HORIZONTAL,"fromanc2.cpp"
fromancr,"Taisen Mahjong Final Romance R (Japan)","1995","Video System Co.",-,-,-,YES,NO,NO,NO,NO,"fromanc2.cpp",BUONO,RASTER,"0",352,240,HORIZONTAL,"fromanc2.cpp"
tcl,"Taiwan Chess Legend","1995",Uniwang,-,-,-,YES,NO,NO,NO,NO,goldstar.cpp,PRELIMINARE,RASTER,"0",512,224,HORIZONTAL,goldstar.cpp
taiwanmb,"Taiwan Mahjong [BET] (Japan 881208)","1988","Miki Syouji",-,-,-,YES,NO,NO,NO,NO,"nbmj8891.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8891.cpp"
teljan,"Tel Jan","1999","Electro Design",skns,-,-,YES,NO,NO,NO,NO,suprnova.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,suprnova.cpp
telmahjn,"Telephone Mahjong (Japan 890111)","1988",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8891.cpp",BUONO,RASTER,"270",512,240,VERTICAL,"nbmj8891.cpp"
themj,"The Mah-jong (Japan, set 1)","1987",Visco,-,-,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
"themj2","The Mah-jong (Japan, set 2)","1987",Visco,themj,themj,-,YES,NO,NO,NO,NO,rmhaihai.cpp,BUONO,RASTER,"0",448,224,HORIZONTAL,rmhaihai.cpp
thenanpa,"The Nanpa (Japan)","1999","Nichibutsu/Love Factory/eic",nichidvd,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
tokimbsj,"Tokimeki Bishoujo [BET] (Japan)","1989",Nichibutsu,tokyogal,tokyogal,-,YES,NO,NO,NO,NO,"nbmj8991.cpp",BUONO,RASTER,"180",640,240,HORIZONTAL,"nbmj8991.cpp"
tmmjprd,"Tokimeki Mahjong Paradise - Dear My Love","1997","Media / Sonnet",-,-,-,YES,NO,NO,NO,NO,tmmjprd.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,tmmjprd.cpp
tmpdoki,"Tokimeki Mahjong Paradise - Doki Doki Hen","1998","Media / Sonnet",tmmjprd,tmmjprd,-,YES,NO,NO,NO,NO,tmmjprd.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,tmmjprd.cpp
mahmajn,"Tokoro San no MahMahjan (Japan, ROM Based)","1992",Sega,-,-,-,YES,NO,NO,NO,NO,"segas24.cpp",BUONO,RASTER,"0",496,384,HORIZONTAL,"segas24.cpp"
"mahmajn2","Tokoro San no MahMahjan 2 (Japan, ROM Based)","1994",Sega,-,-,-,YES,NO,NO,NO,NO,"segas24.cpp",BUONO,RASTER,"0",496,384,HORIZONTAL,"segas24.cpp"
tokyogal,"Tokyo Gal Zukan (Japan)","1989",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8991.cpp",BUONO,RASTER,"180",640,240,HORIZONTAL,"nbmj8991.cpp"
tonpuu,"Ton Puu Mahjong [BET] (Japan)","200?",ANES,-,-,-,YES,NO,NO,NO,NO,anes.cpp,PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,anes.cpp
tontonb,"Tonton [BET] (Japan, set 1)","1987",Dynax,-,-,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
torarech,"Torarechattano - AV Kantoku Hen (Japan)","2000","Nichibutsu/Love Factory/M Friend",nichidvd,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
totmejan,"Tottemo E Jong","1991","Seibu Kaihatsu (Tecmo license)",-,-,-,YES,NO,NO,NO,NO,goodejan.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,goodejan.cpp
touryuu,"Touryuumon (V1.1)?","2005","Yuki Enterprise",-,-,-,YES,NO,NO,NO,NO,ghosteo.cpp,INCOMPLETO,RASTER,"0",320,256,HORIZONTAL,ghosteo.cpp
trucocl,"Truco Clemente","1991","Miky SRL",-,-,-,YES,NO,NO,NO,NO,trucocl.cpp,PRELIMINARE,RASTER,"0",256,256,HORIZONTAL,trucocl.cpp
truco,Truco-Tron,"198?","Playtronic SRL",-,-,-,YES,NO,NO,NO,NO,truco.cpp,BUONO,RASTER,"0",256,192,HORIZONTAL,truco.cpp
tsuwaku,"Tsuugakuro no Yuuwaku (Japan)","2000","Nichibutsu/Love Factory/Just&Just",nichidvd,-,-,YES,NO,NO,NO,YES,"csplayh5.cpp",PRELIMINARE,RASTER,"0",543,465,HORIZONTAL,"csplayh5.cpp"
ultramhm,"Ultra Maru-hi Mahjong (Japan)","1993",Apple,-,-,-,YES,NO,NO,NO,NO,"nbmj9195.cpp",BUONO,RASTER,"0",640,240,HORIZONTAL,"nbmj9195.cpp"
usagiym,"Usagi - Yamashiro Mahjong Hen (Japan) (GDL-0022)","2003","Warashi / Mahjong Kobo / Taito",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
usagi,"Usagi (V2.02J 2001/10/02 12:41:19)","2001","Warashi / Mahjong Kobo / Taito","coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,taitogn.cpp
usagiol,"Usagi Online (v2.04J)","2005","Taito Corporation/Warashi",-,-,-,YES,NO,NO,NO,YES,taitotx.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,taitotx.cpp
vipclub,"Vip Club - Maru-hi Ippatsu Kaihou [BET] (Japan 880310)","1988","Daiichi Denshi",orangec,orangec,-,YES,NO,NO,NO,NO,"nbmj8688.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"nbmj8688.cpp"
vmahjong,"Virtual Mahjong (J 961214 V1.000)","1997",Micronet,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
myfairld,"Virtual Mahjong 2 - My Fair Lady (J 980608 V1.000)","1998",Micronet,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
vscompmj,"VS Computer Mahjong","1981",Nichibutsu,jongpute,jongpute,-,YES,NO,NO,NO,NO,"route16.cpp",PRELIMINARE,RASTER,"0",256,256,HORIZONTAL,"route16.cpp"
ryourano,"VS Mahjong Otome Ryouran (revision 1)","1998","Electro Design",ryouran,ryouran,-,YES,NO,NO,NO,NO,suprnova.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,suprnova.cpp
ryouran,"VS Mahjong Otome Ryouran (revision 2)","1998","Electro Design",skns,-,-,YES,NO,NO,NO,NO,suprnova.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,suprnova.cpp
vsmjtria,"VS Mahjong Triangle","1986",Dyna,-,-,-,YES,NO,NO,NO,NO,vsmjtria.cpp,PRELIMINARE,RASTER,"0",448,224,HORIZONTAL,vsmjtria.cpp
"bnstars1","Vs. Janshi Brandnew Stars","1997",Jaleco,-,-,-,YES,NO,NO,NO,NO,bnstars.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,bnstars.cpp
bnstars,"Vs. Janshi Brandnew Stars (Ver 1.1, MegaSystem32 Version)","1997",Jaleco,"bnstars1","bnstars1",-,YES,NO,NO,NO,NO,"ms32.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"ms32.cpp"
vsmahjng,"Vs. Mahjong (Japan)","1984","Nintendo Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,vsnes.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,vsnes.cpp
"mj4simai","Wakakusamonogatari Mahjong Yonshimai (Japan)","1996","Maboroshi Ware",-,-,-,YES,NO,NO,NO,NO,"seta2.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"seta2.cpp"
wlcc,"Wanli Changcheng (China, V638C)","1996",IGS,xymg,xymg,-,YES,NO,NO,NO,NO,"igs011.cpp",BUONO,RASTER,"0",512,240,HORIZONTAL,"igs011.cpp"
warahana,"Warai no Hana Tenshi (Japan)","1991",Dynax,-,-,-,YES,NO,NO,NO,NO,dynax.cpp,BUONO,RASTER,"180",336,239,HORIZONTAL,dynax.cpp
suzume,"Watashiha Suzumechan (Japan)","1986","Dyna Electronics",-,-,-,YES,NO,NO,NO,NO,royalmah.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,royalmah.cpp
xymg,"Xingyun Man Guan (China, V651C)","1996",IGS,-,-,-,YES,NO,NO,NO,NO,"igs011.cpp",BUONO,RASTER,"0",512,240,HORIZONTAL,"igs011.cpp"
yujan,Yu-Jan,"1999","Yubis / T.System",macsbios,-,-,YES,NO,NO,NO,NO,macs.cpp,BUONO,RASTER,"0",1024,1024,HORIZONTAL,macs.cpp
yuka,Yu-Ka,"1999","Yubis / T.System",macsbios,-,-,YES,NO,NO,NO,NO,macs.cpp,BUONO,RASTER,"0",1024,1024,HORIZONTAL,macs.cpp
yumefuda,"Yumefuda [BET]","1991",Alba,-,-,-,YES,NO,NO,NO,NO,albazg.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,albazg.cpp
zokumahj,"Zoku Mahjong Housoukyoku (Japan)","199?",Nichibutsu?,mhhonban,mhhonban,-,YES,NO,NO,NO,NO,niyanpai.cpp,BUONO,RASTER,"0",640,240,HORIZONTAL,niyanpai.cpp
